id,name,gender,age,education,profession,income,living_with,nation,phone,job,fb_freq,yt_freq,insta_freq,use_less_than_2GB,use_2GB_to_4GB
2728,Yuri Cavalcanti,Other,24,None,Food Preparation & Serving Related,157500000 VND,Unmarried_4,BRAZIL,+55 (071) 9418 8540,Alpinista,0,3,5,22,8
17732,Sarah Solis,Female,23,None,Food Preparation & Serving Related,232500000 VND,U nmarried_2,ENGLAND,270.948.4828x383,Insurance risk surveyor,0,2,7,11,5
5798,Susan Garcia,Female,25,None,Food Preparation & Serving Related,1800$,Unmar   ried_1,AUSTRALIA,+61862151004,"Accountant, chartered certified",0,2,6,23,7
3510,马淑兰,Female,25,None,Food Preparation & Serving Related,4800$,Unmar ried_1,CHINA,13596019852,机械工程师,0,3,5,13,4
4962,Emma Merritt,Female,24,None,Food Preparation & Serving Related,8000$,   Unmar ried_1,US,001-217-604-3271x2443,"Surveyor, minerals",0,2,7,12,7
10961,Eileen Smith,Female,25,None,Food Preparation & Serving Related,11500$,  U nmarried_1,ENGLAND,837-378-3205,Restaurant manager,0,2,4,12,7
10788,加藤 七夏,Female,22,None,Food Preparation & Serving Related,272500000 VND,Unm arried_2,JAPAN,080-1359-2303,公認会計士,0,2,4,15,5
1932,森 七夏,Female,22,None,Food Preparation & Serving Related,182500000 VND,Unmarried_2,JAPAN,86-8438-5291,アナウンサー,0,3,5,12,6
14759,Sharon Ortega,Female,23,None,Food Preparation & Serving Related,3200$, Unm a rried_1,AUSTRALIA,0516-6546,Water quality scientist,0,2,7,14,6
18883,Tara Taylor,Female,24,None,Food Preparation & Serving Related,275000000 VND,Unmarried_2,ENGLAND,709-400-8596x5810,Adult guidance worker,0,2,5,20,6
19121,藤原 香織,Female,23,None,Food Preparation & Serving Related,1000$, Unm ar ried_2,JAPAN,070-9697-9803,裁判官,0,1,5,14,7
4954,류영순,Female,22,None,Food Preparation & Serving Related,200000000 VND, U n ma rried_2,KOREA,064-711-8792,자재관리 사무원,0,2,6,17,8
13209,Kimberly Lewis,Other,23,None,Food Preparation & Serving Related,237500000 VND, U  nmar ried_2,US,001-217-561-1263,"Engineer, land",0,2,8,12,4
17316,Betty Wright,Female,24,None,Food Preparation & Serving Related,112500000 VND,U n mar ried_4,ENGLAND,001-462-341-4368x59889,Restaurant manager,0,2,7,16,5
9228,Jessica Howard,Female,48,Highschool,Transportation & Material Moving,46700$, Ma  rried_1,US,001-401-230-0672x50988,Network engineer,0,0,3,1,0
9751,Charlotte Ewing,Other,47,Highschool,Transportation & Material Moving,1185000000 VND,Mar ri ed_1,AUSTRALIA,0418 120 107,"Scientist, audiological",0,1,1,3,0
18747,Taylor Fox,Female,46,Highschool,Transportation & Material Moving,1052500000 VND,Ma rried_2,ENGLAND,+1-804-220-6082x93105,Medical illustrator,1,0,3,1,0
19178,Tammy Mcdonald,Female,46,Highschool,Transportation & Material Moving,937500000 VND,Mar  r ied_1,ENGLAND,+1-490-333-9446x062,Special effects artist,0,0,3,1,0
19392,Tyler Crawford,Male,18,None,Food Preparation & Serving Related,2467500000 VND, Si   ngle_0,US,243.464.1108x327,Catering manager,1,15,1,1,1
10827,민종수,Male,18,None,Food Preparation & Serving Related,2220000000 VND,Sin gle_0,KOREA,019-427-5835,제관원,0,17,2,1,1
5814,Emanuel Cirino,Male,18,None,Food Preparation & Serving Related,2442500000 VND,S  ingle_0,BRAZIL,41 7201 8414,Mecanógrafo,1,21,2,3,1
1961,Максим Евстигнеевич Суханов,Male,20,None,Food Preparation & Serving Related,99900$,Si  n gle_0,RUSSIA,+7 239 853 6360,Тифлопедагог,0,18,2,3,1
16051,田建,Male,20,None,Food Preparation & Serving Related,92700$,Single_0,CHINA,18262910844,网站架构设计师,0,17,3,1,0
19623,三浦 直人,Male,20,None,Food Preparation & Serving Related,2240000000 VND,Si ngle_0,JAPAN,070-2214-0275,アイドル,0,17,3,3,0
11921,Douglas Oliver,Male,20,None,Food Preparation & Serving Related,98100$,Single_0,AUSTRALIA,(02)82390363,Learning disability nurse,0,16,1,3,0
16132,Ryan Murphy,Male,18,None,Food Preparation & Serving Related,91400$,Sin   gle_0,ENGLAND,803.873.3452x7361,Research scientist (maths),0,21,1,1,0
4903,彭瑞,Male,20,None,Food Preparation & Serving Related,88600$,  Sin gle_0,CHINA,14522384446,4S店经理/维修站经理,1,22,3,3,0
10675,田中 翔太,Male,20,None,Food Preparation & Serving Related,88700$,S  i ngle_0,JAPAN,090-2450-0904,アイドル,1,19,2,2,0
3340,Berend Butte,Male,20,None,Food Preparation & Serving Related,2217500000 VND,   Single_0,DENMARK,+49(0)5668 452760,Designer,1,15,2,1,1
8591,Michael Bowman,Male,22,None,Student,322500000 VND, S  i ngle_0,AUSTRALIA,0470.350.262,"Runner, broadcasting/film/video",2,0,4,0,0
19220,David Castillo,Male,23,None,Student,24000$,S  i  ngle_0,US,366.605.7580x1312,"Pharmacist, community",3,0,5,0,0
9466,Anette Bolzmann,Other,25,None,Student,515000000 VND,Single_0,DENMARK,04611 74834,Krankenschwester,2,0,5,0,0
18057,Mathias Fonseca,Male,25,None,Student,537500000 VND,  Si  ngle_0,BRAZIL,+55 (084) 2563 7370,Perfumista,3,1,7,1,0
16222,Davi Porto,Male,21,None,Student,18900$,Singl e_0,BRAZIL,41 0917 9722,Preparador de máquinas,1,1,6,0,0
4056,James Johns,Male,25,None,Student,622500000 VND,Single_0,ENGLAND,352-725-5517x59141,Bonds trader,1,1,7,1,0
4407,太田 涼平,Male,25,None,Student,23500$,  S ingle_0,JAPAN,090-8208-7977,検察官,3,0,7,0,0
11686,Anthony Roy,Male,24,None,Student,22300$, Si ngle_0,US,551.696.1676,Accounting technician,1,1,4,0,0
8524,王秀梅,Male,25,None,Student,20400$,S in  gle_0,CHINA,15744208088,渠道/分销专员,3,1,6,0,0
8839,João Martins,Male,25,None,Student,16400$,Single_0,BRAZIL,+55 (021) 1043-5791,Capelão,3,0,5,0,0
7840,Robert Nicholson,Male,25,None,Student,16500$,S  ingle_0,US,(768)464-2706,Actuary,2,1,4,0,0
10754,Dwayne Crawford,Male,21,None,Student,380000000 VND,Single_0,US,465-377-2080x7697,"Embryologist, clinical",1,0,8,1,0
3474,Ian Owens,Male,24,None,Student,542500000 VND, Si n gle_0,US,(368)569-7627x11704,Firefighter,2,1,4,0,0
7364,Darryl Wright,Male,25,None,Student,16700$, Si   ngle_0,ENGLAND,581.318.3031x36631,"Merchandiser, retail",2,0,4,1,0
15978,Cengiz Hänel,Male,34,Bachelor,Computer & Mathematical,1697500000 VND,Married_4,DENMARK,+49 (0) 5181 224768,Medizininformatiker,0,1,17,5,0
8058,John Carroll,Male,31,Bachelor,Computer & Mathematical,1812500000 VND,M  arried_2,US,4824742068,"Scientist, marine",0,1,17,6,0
1088,박정남,Male,34,Bachelor,Computer & Mathematical,1592500000 VND, Married_1,KOREA,052-626-2955,여행상품 개발자,0,0,15,4,1
7683,Jeffrey Jackson,Male,31,Bachelor,Computer & Mathematical,1760000000 VND,Married_1,AUSTRALIA,+61-495-100-631,Forensic scientist,0,0,14,6,0
17692,Davi Luiz Sousa,Male,35,Bachelor,Computer & Mathematical,63800$, Ma  rried_4,BRAZIL,(021) 9092-8862,Profissional de áudio,0,1,17,7,1
5954,包秀芳,Male,32,Bachelor,Computer & Mathematical,1717500000 VND, M ar  ried_3,CHINA,15805955965,房地产项目/策划主管/专员,0,1,11,5,1
17995,Amy Carney,Other,31,Bachelor,Computer & Mathematical,68700$,Marri ed_1,AUSTRALIA,(07)-7999-6705,Hotel manager,0,0,10,4,1
19604,Kyle Bailey,Male,35,Bachelor,Computer & Mathematical,68900$,Marr ied_1,ENGLAND,253-614-2686x768,Forest/woodland manager,0,0,10,6,1
11769,Jerry Santos,Male,35,Bachelor,Computer & Mathematical,1585000000 VND,Marri ed_1,ENGLAND,+1-350-484-6795x19488,Sports administrator,0,1,17,8,0
3104,Stephen Clark,Other,33,Bachelor,Computer & Mathematical,1565000000 VND,Married_1,US,849.421.7402,Adult nurse,0,0,9,7,0
6044,Shawn Rojas,Male,31,Bachelor,Computer & Mathematical,1605000000 VND,Married_1,ENGLAND,389-829-8508,"Programmer, systems",0,1,10,6,1
19443,Brian Taylor,Male,31,Bachelor,Computer & Mathematical,1807500000 VND,    Married_4,AUSTRALIA,(08)91090991,Video editor,0,1,22,7,0
3194,João Lucas Mendes,Male,34,Bachelor,Computer & Mathematical,69100$,Marri ed_1,BRAZIL,(011) 8593-7356,Diretor de produção,0,0,23,7,0
1069,Robert Gordon,Other,26,Bachelor,Computer & Mathematical,5705000000 VND,Ma   r ried_2,AUSTRALIA,(02)-7738-6511,Environmental consultant,3,1,8,4,0
6188,박서연,Female,28,Bachelor,Computer & Mathematical,163500$,M a r ried_1,KOREA,041-026-6729,제품 및 광고 영업원,2,3,5,4,0
17336,向秀珍,Other,30,Bachelor,Computer & Mathematical,321300$,Marri ed_1,CHINA,15673448331,集成电路IC设计/应用工程师,3,2,5,7,1
1940,Julia Solomon,Other,28,Bachelor,Computer & Mathematical,409100$,Marrie d_1,AUSTRALIA,03 8599 8595,Careers information officer,3,1,8,8,0
12745,Justin Rogers,Other,30,Bachelor,Computer & Mathematical,6260000000 VND,M ar   ried_1,ENGLAND,650.276.5861x998,Purchasing manager,2,3,4,5,1
4512,Осипова Зинаида Антоновна,Female,28,Bachelor,Computer & Mathematical,364400$,Mar ried_1,RUSSIA,8 (954) 955-98-50,Тыловик,1,2,6,4,1
17619,李丽丽,Female,29,Bachelor,Computer & Mathematical,6392500000 VND,Married_2,CHINA,14595970375,电信交换工程师,3,3,6,6,1
9166,안은경,Female,29,Bachelor,Computer & Mathematical,348100$,Ma  rr ied_1,KOREA,070-7533-5055,간판 제작 및 설치원,2,3,4,7,1
11141,Paula Manning,Female,28,Bachelor,Computer & Mathematical,335600$,Marr ied_1,US,001-276-930-5005x6509,Proofreader,2,2,8,7,0
16369,西村 幹,Female,30,Bachelor,Computer & Mathematical,373900$,Married_1,JAPAN,080-1153-9822,お笑い芸人,3,3,4,7,1
16381,Ines Preiß,Female,27,Bachelor,Computer & Mathematical,8330000000 VND,Married_1,DENMARK,0293603434,Techniker,3,1,4,4,1
5005,Дорофеева Ираида Никифоровна,Female,28,Bachelor,Computer & Mathematical,318300$, Marr ied_3,RUSSIA,+7 (568) 944-9566,Бульдозерист,3,1,4,4,0
18931,藤井 結衣,Female,29,Bachelor,Computer & Mathematical,156200$, M  ar ried_1,JAPAN,070-7311-3669,映画監督,2,1,8,4,0
3154,김수빈,Female,26,Bachelor,Computer & Mathematical,4812500000 VND, Married_4,KOREA,041-963-6070,콘크리트공,1,3,4,4,0
17506,David Krueger,Other,28,Bachelor,Computer & Mathematical,265800$,Married_1,US,(429)874-2043x55057,Database administrator,2,2,6,6,0
18756,Лора Анатольевна Данилова,Female,26,Bachelor,Computer & Mathematical,237300$,Marri ed_4,RUSSIA,8 (779) 559-47-03,Пекарь,3,1,5,8,1
4927,김예은,Female,26,Bachelor,Computer & Mathematical,304400$,Married_1,KOREA,063-346-2831,음료 제조관련 기계 조작원,1,3,7,6,0
4604,Nicole Wilson,Female,28,Bachelor,Computer & Mathematical,10452500000 VND, M   arried_2,ENGLAND,(710)676-6650,"Clinical scientist, histocompatibility and immunogenetics",2,2,8,4,1
4663,Michael Thomas,Male,26,Bachelor,Sales & Related,34600$, Ma  rried_1,US,+1-831-813-3728,"Restaurant manager, fast food",1,0,2,0,0
17526,Dominic Nolan,Male,28,Bachelor,Sales & Related,872500000 VND,M   ar ried_1,AUSTRALIA,+61 2 0773 2659,"Copywriter, advertising",0,0,1,1,1
17637,Christopher Robinson,Male,30,Bachelor,Sales & Related,29500$,M arried_1,US,(215)485-5500,Secondary school teacher,0,0,3,0,1
2527,Kiara Burns,Other,27,Bachelor,Sales & Related,727500000 VND, Mar   ried_1,ENGLAND,231-827-4690x56111,Chief Marketing Officer,0,0,3,1,0
7532,Lucas Gabriel Marques,Male,30,Bachelor,Sales & Related,682500000 VND,M arried_1,BRAZIL,+55 81 2084-2660,Delegado,1,0,1,0,0
5505,Christian Black,Male,27,Bachelor,Sales & Related,25900$, M ar  ried_2,US,001-630-610-5283x286,"Designer, fashion/clothing",0,0,2,1,1
13942,Raymond Swanson,Male,28,Bachelor,Sales & Related,29300$,Married_1,US,(620)989-9783,Clothing/textile technologist,0,0,3,1,0
17992,Joshua Jimenez,Male,26,Bachelor,Sales & Related,870000000 VND,Married_2,US,7833064219,Field seismologist,0,0,1,1,0
7326,Jeffrey Simpson,Male,28,Bachelor,Sales & Related,37200$, Ma rr ied_4,ENGLAND,413.649.0566x552,Comptroller,0,0,1,0,1
16631,Micheal Horton,Male,30,Bachelor,Sales & Related,27500$,M a rried_1,US,793.685.8997x4901,Textile designer,1,0,3,1,1
15964,Thiago Rezende,Male,28,Bachelor,Sales & Related,880000000 VND,Married_1,BRAZIL,+55 61 8882 5019,Guarda ou policial rodoviário,0,0,2,1,0
11047,Timothy Nguyen,Male,28,Bachelor,Sales & Related,29800$,M arried_1,US,001-688-349-1981x77513,"Designer, interior/spatial",1,0,1,1,0
5917,Ing. Tillmann Hesse MBA.,Male,30,Bachelor,Sales & Related,935000000 VND,M a rr ied_3,DENMARK,+49(0)3858 59235,Forstwirt,1,0,3,0,1
2138,Gregory Bowman,Male,26,Bachelor,Sales & Related,34900$,  Ma r ried_1,ENGLAND,3606701469,"Programmer, applications",1,0,2,1,0
16147,伊藤 七夏,Female,25,None,Student,3300$, M ar ried_0,JAPAN,070-2377-8283,高等学校教員,0,16,7,3,3
11398,何斌,Other,24,None,Student,107500000 VND,Ma rried_0,CHINA,13495060544,收银员,1,15,4,1,1
18693,Debra Munoz,Female,24,None,Student,10800$,Married_0,US,706.604.0054,Technical sales engineer,0,9,7,1,2
11695,Allison Washington,Female,25,None,Student,4900$,M a rr ied_0,ENGLAND,724.314.6421,Commercial/residential surveyor,1,21,4,1,2
17274,Фомина Марфа Антоновна,Female,23,None,Student,60000000 VND,Mar ried_0,RUSSIA,8 (433) 828-7238,Инженер-энергетик,0,15,8,2,2
16534,橋本 陽子,Female,21,None,Student,152500000 VND, Marr ied_0,JAPAN,080-2139-6445,絵本作家,0,18,5,3,3
6623,Tammy Wells,Female,24,None,Student,4100$, Married_0,US,(418)968-0216,"Surveyor, rural practice",1,13,8,1,2
16500,Karen Adams,Female,24,None,Student,2400$, M arried_0,US,2879108731,Technical sales engineer,0,14,6,3,1
14298,加藤 裕美子,Female,22,None,Student,10700$,  M ar ried_0,JAPAN,070-5305-3094,ウェディングプランナー,1,13,8,2,3
7828,三浦 美加子,Female,24,None,Student,230000000 VND,M  ar ried_0,JAPAN,070-1685-6577,介護ヘルパー,1,20,8,1,3
2816,Моисеева Нина Николаевна,Female,21,None,Student,5200$, Ma  rried_0,RUSSIA,+7 754 971 0906,Типограф,1,9,4,2,2
4307,Christine Romero,Female,25,None,Student,242500000 VND,Mar ried_0,US,873.357.1091,Cytogeneticist,1,23,4,3,2
3698,James Lane,Male,18,None,Student,27200$, Single_0,ENGLAND,(811)457-0558,Manufacturing systems engineer,0,0,1,0,11
12447,Dennis Ayers,Male,20,None,Student,845000000 VND,  Si  ngle_0,US,001-668-481-4033x02151,Information systems manager,0,0,0,0,14
11608,陈伟,Male,20,None,Student,26600$,Single_0,CHINA,18630640757,成本管理员,0,0,1,0,13
12243,황진우,Male,18,None,Student,26100$,Single_0,KOREA,042-632-2085,간병인,0,0,0,0,19
8350,Gabriel Holland,Male,18,None,Student,35800$,   Single_0,ENGLAND,939-915-7417x091,Holiday representative,0,0,1,0,16
13700,坂本 陽一,Male,19,None,Student,29400$,S i n gle_0,JAPAN,02-2367-6078,和紙職人,0,0,0,0,19
3766,Keith Valencia,Male,20,None,Student,710000000 VND, Si ngle_0,ENGLAND,(786)727-0955,"Psychologist, counselling",0,0,1,0,12
5876,우도윤,Male,20,None,Student,757500000 VND,    Single_0,KOREA,055-081-5308,주조기 조작원,0,0,0,0,10
19880,松本 稔,Male,18,None,Student,29100$,Single_0,JAPAN,32-4997-3375,測量士,0,0,0,0,18
11624,Henry Campos,Male,35,Bachelor,Office & Administrative Support,707500000 VND, Single_0,BRAZIL,71 0952-8343,Radiologista,0,0,1,0,1
18449,Scott Foster,Male,33,Bachelor,Office & Administrative Support,29800$,Singl e_0,ENGLAND,(870)559-5267,Camera operator,0,0,1,1,0
5260,Breno Campos,Male,31,Bachelor,Office & Administrative Support,640000000 VND,    Single_0,BRAZIL,81 3479-6692,Embalsamador,0,0,1,1,1
7221,David Rodriguez,Male,32,Bachelor,Office & Administrative Support,33100$, Si  ngle_0,ENGLAND,4753318095,"Development worker, international aid",0,0,1,0,1
4594,Ahmed Rudolph,Male,32,Bachelor,Office & Administrative Support,37100$,Single_0,DENMARK,+49 (0) 9843 673547,Chirurgiemechaniker,0,0,0,1,0
15024,Hans-Joachim Lübs-Mielcarek,Male,31,Bachelor,Office & Administrative Support,25000$,Si   ngle_0,DENMARK,01183934664,Mechaniker,0,0,0,0,1
7559,長谷川 修平,Male,34,Bachelor,Office & Administrative Support,27900$,Si ng le_0,JAPAN,070-8214-4759,検察官,0,0,1,1,0
14901,William Navarro,Male,31,Bachelor,Office & Administrative Support,28400$,S ingle_0,ENGLAND,732-275-7619x0656,Actuary,0,1,1,1,1
6789,Jonathan Miller,Male,32,Bachelor,Office & Administrative Support,29900$,Single_0,ENGLAND,6763107551,"Surveyor, building control",0,1,1,0,1
3292,Sabrina Brown,Other,32,Bachelor,Office & Administrative Support,930000000 VND,Single_0,US,706-949-0114,Engineering geologist,0,0,0,1,1
17118,서성민,Male,21,Bachelor,Legal,2387500000 VND, S i ngle_0,KOREA,019-369-8115,측량 및 지리정보 전문가,1,0,1,1,1
4851,Jesse Morgan,Male,22,Bachelor,Legal,2402500000 VND, Sing le_0,US,(779)749-2415,Human resources officer,1,0,1,0,0
12423,Steven Marks,Male,21,Bachelor,Legal,2287500000 VND,  Si  ngle_0,ENGLAND,(848)764-4841,"Administrator, local government",1,0,0,0,0
11795,Leonardo Moraes,Male,21,Bachelor,Legal,2282500000 VND,Sin gle_0,BRAZIL,+55 61 0330-8926,Bioquímico,1,0,1,0,1
19785,山口 涼平,Male,23,Bachelor,Legal,2427500000 VND, Si   ngle_0,JAPAN,070-4101-9299,映画監督,1,0,1,1,1
3779,Jay Hayden,Male,22,Bachelor,Legal,2305000000 VND,Singl e_0,AUSTRALIA,+61.432.558.303,"Solicitor, Scotland",2,0,1,0,1
5623,山口 陽一,Male,21,Bachelor,Legal,99900$,S ingle_0,JAPAN,090-1931-6454,栄養士,3,0,1,1,1
7220,William Hall,Male,21,Bachelor,Legal,93500$,Si  ngle_0,US,001-857-321-2164,"Engineer, land",2,0,1,1,1
1902,David Chambers,Male,22,Bachelor,Legal,2410000000 VND,Sing le_0,ENGLAND,781.332.1683x76068,Learning mentor,3,0,1,1,0
10585,Andrew Chang,Male,23,Bachelor,Legal,94900$,Si n  gle_0,ENGLAND,(623)466-9484x815,Photographer,1,0,0,0,1
16329,Белозеров Тарас Евсеевич,Male,24,Bachelor,Legal,95900$,Sin  gle_0,RUSSIA,8 472 704 07 94,Коммерческий директор,3,0,1,0,1
8339,Белозеров Харитон Августович,Male,24,Bachelor,Legal,2212500000 VND,S i  ngle_0,RUSSIA,+7 418 364 25 93,Журналист,1,0,1,1,0
8149,Christopher Moreno,Male,21,Bachelor,Legal,95800$, S  i ngle_0,ENGLAND,001-578-347-9779x035,Chief of Staff,2,0,1,1,0
11735,Peter Crane,Male,29,Bachelor,Sales & Related,1957500000 VND,Si ngle_0,ENGLAND,500-630-2317x241,Comptroller,0,0,6,5,1
10939,Dipl.-Ing. Linus Gnatz,Male,29,Bachelor,Sales & Related,85800$,S ingle_0,DENMARK,+49(0) 447160347,Bankkaufmann,0,0,6,7,0
8610,Noah Odonnell,Male,27,Bachelor,Sales & Related,75000$,Sing le_0,ENGLAND,+1-509-494-4622x378,Television production assistant,0,0,6,8,1
11645,James Esparza,Male,30,Bachelor,Sales & Related,78100$, Si   ngle_0,ENGLAND,395-592-0962,Theatre stage manager,0,0,5,5,0
7353,Theo Rocha,Other,29,Bachelor,Sales & Related,75000$,S i ngle_0,BRAZIL,+55 81 7840-2431,Tecnólogo em produção Sucroalcooleira,0,0,8,5,1
19723,Christopher Harris,Male,52,None,Office & Administrative Support,1605000000 VND,Marri ed_3,US,7433581776,Audiological scientist,2,0,1,3,1
17977,James Mcpherson,Male,67,None,Office & Administrative Support,1625000000 VND, Married_1,ENGLAND,+1-676-621-9271x3370,"Buyer, industrial",1,0,1,3,0
9982,Charles Ferguson,Male,76,None,Office & Administrative Support,64300$,M  ar  ried_2,US,001-438-222-8635x689,IT consultant,1,0,3,2,1
14089,李超,Male,62,None,Office & Administrative Support,1752500000 VND,Married_1,CHINA,18974875078,客服总监,2,0,3,3,1
9182,Филиппов Викторин Филиппович,Male,63,None,Office & Administrative Support,1787500000 VND,Mar ried_2,RUSSIA,+7 (708) 162-39-88,Актёр,3,0,3,1,1
2348,Herr Ignatz Holsten B.Sc.,Male,56,None,Office & Administrative Support,71500$,M arried_2,DENMARK,(05336) 60729,Informatiker,2,0,2,1,0
15040,Larry Turner,Male,79,None,Office & Administrative Support,63200$, M a r ried_1,US,913-932-3832,Accounting technician,3,0,1,1,0
8053,James Stephens,Male,68,None,Office & Administrative Support,62600$,M ar r ied_4,ENGLAND,001-666-789-9789x4683,Press photographer,1,0,1,3,0
10463,Liam Pinto,Male,59,None,Office & Administrative Support,1872500000 VND,Ma   r ried_1,BRAZIL,+55 (051) 3336 3513,Imunologista,1,0,3,2,0
16525,James Stark,Male,58,None,Office & Administrative Support,67500$,Mar    ried_4,ENGLAND,(947)547-6926,Financial risk analyst,3,0,3,1,1
3271,Aaron Myers,Male,28,Masters,Computer & Mathematical,70100$,Singl e_0,ENGLAND,4423200063,Sports administrator,3,13,4,5,2
11961,Michael Hall,Male,27,Masters,Computer & Mathematical,68000$,Single_0,ENGLAND,488.774.1002x1486,Financial controller,2,12,6,6,2
9105,Якуб Елизарович Гурьев,Male,27,Masters,Computer & Mathematical,71300$,Sing le_0,RUSSIA,+7 492 420 46 01,Педагог,3,18,4,5,2
3891,Thomas Yates,Male,27,Masters,Computer & Mathematical,66800$,Single_0,ENGLAND,(659)888-2058x98928,"Scientist, clinical (histocompatibility and immunogenetics)",1,12,7,4,1
2382,朱楠,Male,26,Masters,Computer & Mathematical,67500$,Sing  le_0,CHINA,13045484438,水利/水电工程师,2,17,8,5,1
9934,Mario Harrison,Male,29,Masters,Computer & Mathematical,1720000000 VND,Si n gle_0,US,(266)433-9135x2658,Dentist,3,23,6,6,1
3349,Angela Martinez,Female,29,Highschool,Healthcare Support,922500000 VND,U nmarried_0,ENGLAND,(625)570-3998,"Solicitor, Scotland",0,1,2,3,2
6014,Monique Chapman,Female,27,Highschool,Healthcare Support,670000000 VND,Unmarried_0,ENGLAND,781.971.5796x04141,"Journalist, broadcasting",0,0,3,1,3
15445,Jennifer Rodriguez,Female,28,Highschool,Healthcare Support,28600$,Unmar r  ied_0,US,947.817.6906x983,"Accountant, chartered",0,1,2,3,3
19324,Victoria Wells,Female,29,Highschool,Healthcare Support,652500000 VND,Un   mar ried_0,ENGLAND,(603)605-9589,"Copywriter, advertising",1,0,2,2,3
9649,Heidelinde Peukert,Female,29,Highschool,Healthcare Support,29700$,Unma rri ed_0,DENMARK,09063854520,Friseur,0,0,1,1,2
19076,Mrs. Lisa Soto,Female,27,Highschool,Healthcare Support,27200$,Unmarri ed_0,ENGLAND,+1-804-866-7778x1922,"Engineer, communications",0,0,3,1,1
6850,Christy Knight,Female,26,Highschool,Healthcare Support,700000000 VND, Unmar   ried_0,US,616-575-5335x8128,Naval architect,1,1,1,2,1
15540,Jacqueline Atkins,Female,28,Highschool,Healthcare Support,29300$, Un m arried_0,US,+1-887-370-1328x9994,Social researcher,1,0,2,1,1
12221,Sophia Sousa,Female,28,Highschool,Healthcare Support,815000000 VND,U nmarri ed_0,BRAZIL,(061) 6227 3575,Dublador,0,1,3,2,2
9621,Dra. Sabrina Albuquerque,Female,26,Highschool,Healthcare Support,26900$,Unm arried_0,BRAZIL,+55 61 4776 3271,Quadrinista,1,1,1,3,2
4096,Tiffany King,Female,26,Highschool,Healthcare Support,822500000 VND,Unmarried_0,AUSTRALIA,+61 454 311 884,Arboriculturist,1,1,1,3,3
4350,Heather Peters,Female,26,Highschool,Healthcare Support,29200$,Unmarried_0,US,201.865.4264,Sport and exercise psychologist,0,0,3,1,2
10902,Megan Cole,Female,29,Highschool,Healthcare Support,36400$,Unma rr  ied_0,US,3444652857,Adult guidance worker,1,1,1,1,2
15488,강수민,Female,27,Highschool,Healthcare Support,26400$,Unmarri ed_0,KOREA,010-8771-1054,정부행정 관리자,1,0,1,1,2
6252,Melissa Reyes,Female,29,Highschool,Healthcare Support,835000000 VND, Un  married_0,ENGLAND,(816)979-2774,Volunteer coordinator,0,0,3,2,1
8982,Sr. Benjamin Monteiro,Male,20,Highschool,Student,2470000000 VND,Sing  le_0,BRAZIL,(061) 5072 1165,Vendedor,0,1,3,8,6
18563,Brian Morales,Male,18,Highschool,Student,88400$,S ingle_0,ENGLAND,390.600.4073x9401,Armed forces training and education officer,0,0,2,6,5
2966,Kyle Ward II,Male,19,Highschool,Student,2312500000 VND, Si   ngle_0,ENGLAND,745-818-7005x206,"Therapist, music",0,1,1,6,8
19970,Cindy Ortiz,Other,18,Highschool,Student,98800$, Sing le_0,US,929-405-8348x9926,Restaurant manager,0,0,2,5,5
8769,Misty Lawson,Other,20,Highschool,Student,89800$,Sing le_0,AUSTRALIA,08.9809.9799,"Librarian, public",0,0,2,5,4
12200,Kristopher Burch,Male,19,Highschool,Student,2267500000 VND,   Si ngle_0,AUSTRALIA,+61-489-540-757,"Programmer, multimedia",0,0,2,4,8
6742,Alex Smith,Male,20,Highschool,Student,2382500000 VND,Single_0,US,461.651.9441x26702,Make,0,0,1,5,7
11186,Hans-Georg Otto,Male,18,Highschool,Student,2295000000 VND,S i   ngle_0,DENMARK,08154 39774,Florist,0,1,2,8,8
4298,Kelly Morrison,Male,19,Highschool,Student,87700$,S  i ngle_0,ENGLAND,+1-579-577-1397,Cabin crew,0,1,1,4,7
4946,Brandon Moore,Male,18,Highschool,Student,91200$,Sin gle_0,ENGLAND,+1-878-984-8501,Psychotherapist,0,0,3,5,8
2158,Kevin Ross,Male,18,Highschool,Student,88600$,S in gle_0,AUSTRALIA,+61-471-333-044,Ranger/warden,0,0,2,7,6
2302,박동현,Male,18,Highschool,Student,2485000000 VND,  S ingle_0,KOREA,062-393-9713,기타 사육관련 종사원,0,1,1,4,5
16578,Добромысл Иосифович Хохлов,Male,18,Highschool,Student,95400$,S i   ngle_0,RUSSIA,+7 809 930 47 33,Вокалист,0,1,1,5,6
1158,Lisa Hanson,Other,20,Highschool,Student,2357500000 VND,S ing le_0,ENGLAND,+1-943-501-9921,Water quality scientist,0,0,1,7,8
18847,Lisa Fisher,Female,47,Bachelor,Office & Administrative Support,727500000 VND,Divorced_4,ENGLAND,001-927-730-1438x9372,"Production assistant, television",0,3,3,2,2
9003,Shannon Reed,Female,46,Bachelor,Office & Administrative Support,817500000 VND,D ivorced_2,ENGLAND,001-822-874-1719x579,Industrial buyer,0,2,1,2,3
19014,тов. Матвеева Оксана Рудольфовна,Female,49,Bachelor,Office & Administrative Support,630000000 VND,Div o   rced_2,RUSSIA,8 707 860 29 44,Шкипер,0,3,2,3,3
6649,Julie Fowler,Female,46,Bachelor,Office & Administrative Support,29000$,Divorced_1,ENGLAND,546.575.5060,Technical author,0,1,2,2,3
